0 48.832 2.3584
1 48.8529 2.35897
2 48.8322 2.36764
3 48.8533 2.37574
4 48.8682 2.22305
5 48.8346 2.3727
6 48.8346 2.38618
7 48.8143 2.38435
8 48.8209 2.37347
9 48.8199 2.37896
10 48.8219 2.37044
11 48.8347 2.39605
12 48.8365 2.39504
13 48.8297 2.36919
14 48.8296 2.38311
15 48.8317 2.36833
16 48.8367 2.45458
17 48.8229 2.47364
18 48.8584 2.3329
19 48.8381 2.35829
20 48.8369 2.35077
21 48.8771 2.3004
22 48.8781 2.38293
23 48.8466 2.39249
24 48.8925 2.33048
25 48.8956 2.34831
26 48.8185 2.31964
27 48.8349 2.35072
28 48.8934 2.3403
29 48.8476 2.40782
30 48.8372 2.35512
31 48.8653 2.37442
32 48.8416 2.33258
33 48.8348 2.34157
34 48.9034 2.31301
35 48.8957 2.37934
36 48.8708 2.32424
37 48.8789 2.28174
38 48.8274 2.35208
39 48.8404 2.36307
40 48.8644 2.40162
41 48.8187 2.44609
42 48.8794 2.3676
43 48.8134 2.38215
44 48.891 2.33146
45 48.8508 2.34554
46 48.8548 2.37268
47 48.8422 2.32046
48 48.8943 2.33252
49 48.8489 2.34047
50 48.8514 2.34317
51 48.8233 2.3255
52 48.8394 2.39454
53 48.8918 2.34392
54 48.8401 2.35195
55 48.8515 2.33706
56 48.8216 2.36943
57 48.8251 2.38871
58 48.8617 2.29759
59 48.8268 2.33026
60 48.8695 2.29569
61 48.8519 2.37379
62 48.8342 2.39773
63 48.8515 2.33826
64 48.8827 2.30303
65 48.8906 2.29173
66 48.8483 2.39507
67 48.8779 2.38553
68 48.8848 2.29802
69 48.8709 2.33954
70 48.8503 2.3318
71 48.8851 2.31091
72 48.8674 2.34733
73 48.8936 2.34302
74 48.8908 2.34051
75 48.8753 2.32428
76 48.8404 2.37894
77 48.8482 2.32018
78 48.8208 2.32105
79 48.8296 2.36897
80 48.8244 2.32355
81 48.8302 2.32586
82 48.8481 2.43838
83 48.8874 2.24404
84 48.8276 2.36611
85 48.8276 2.37091
86 48.8129 2.38361
87 48.8489 2.26621
88 48.8571 2.3043
89 48.8456 2.32865
90 48.8737 2.32714
91 48.8396 2.3563
92 48.8822 2.28602
93 48.8501 2.35903
94 48.8687 2.36704
95 48.8527 2.29074
96 48.8779 2.40555
97 48.8858 2.32883
98 48.8236 2.3725
99 48.8355 2.3721
100 48.8278 2.33253
101 48.8361 2.39223
102 48.8543 2.34059
103 48.8527 2.32511
104 48.8531 2.33128
105 48.8499 2.31665
106 48.8708 2.33799
107 48.8432 2.38529
108 48.8888 2.34142
109 48.8631 2.34167
110 48.8638 2.34914
111 48.8654 2.34872
112 48.8702 2.29658
113 48.8636 2.29459
114 48.8646 2.30358
115 48.8699 2.30014
116 48.8694 2.34505
117 48.8586 2.35783
118 48.8594 2.35613
119 48.8603 2.35302
120 48.8543 2.35594
121 48.8526 2.36332
122 48.8701 2.22763
123 48.8696 2.21402
124 48.8753 2.23533
125 48.8782 2.22385
126 48.8943 2.23968
127 48.8595 2.2143
128 48.8801 2.22248
129 48.8711 2.22976
130 48.8667 2.32557
131 48.8403 2.35068
132 48.8641 2.2332
133 48.8624 2.33621
134 48.8486 2.34626
135 48.8722 2.22413
136 48.8621 2.34259
137 48.8492 2.31406
138 48.8504 2.34867
139 48.867 2.35294
140 48.8478 2.36515
141 48.8661 2.33123
142 48.8667 2.22358
143 48.8782 2.22028
144 48.8629 2.35786
145 48.8838 2.23327
146 48.8529 2.34324
147 48.855 2.35355
148 48.8504 2.34729
149 48.8477 2.34105
150 48.8725 2.22097
151 48.8691 2.23013
152 48.8694 2.32518
153 48.8565 2.36428
154 48.8567 2.22208
155 48.8437 2.3537
156 48.8439 2.38862
157 48.8444 2.34927
158 48.8632 2.35459
159 48.8504 2.38444
160 48.8688 2.33309
161 48.8672 2.30599
162 48.8535 2.39268
163 48.8665 2.29956
164 48.8578 2.32242
165 48.8711 2.34569
166 48.8685 2.22373
167 48.87 2.22788
168 48.8697 2.21748
169 48.8572 2.34956
170 48.8585 2.32313
171 48.8669 2.34945
172 48.8391 2.35098
173 48.8297 2.35277
174 48.8643 2.22028
175 48.8396 2.33726
176 48.8507 2.34754
177 48.8523 2.33871
178 48.8448 2.34662
179 48.8609 2.3425
180 48.8791 2.2414
181 48.8661 2.22399
182 48.8542 2.33164
183 48.8364 2.38772
184 48.8661 2.30783
185 48.868 2.33634
186 48.8651 2.31936
187 48.8529 2.33699
188 48.8371 2.34701
189 48.8576 2.35759
190 48.8921 2.34302
191 48.8527 2.33879
192 48.8666 2.32858
193 48.8562 2.31502
194 48.8726 2.33573
195 48.8568 2.33035
196 48.8679 2.32982
197 48.8623 2.30748
198 48.865 2.34065
199 48.8711 2.22427
200 48.8248 2.32885
201 48.8784 2.22705
202 48.8586 2.34934
203 48.8684 2.26528
204 48.8806 2.22022
205 48.881 2.22095
206 48.8868 2.24862
207 48.8813 2.29864
208 48.8795 2.31823
209 48.8735 2.28796
210 48.8738 2.29022
211 48.887 2.30174
212 48.8891 2.29956
213 48.8836 2.32389
214 48.8858 2.25682
215 48.8771 2.27044
216 48.8757 2.24605
217 48.813 2.35374
218 48.8047 2.34424
219 48.8711 2.32938
220 48.8167 2.25357
221 48.8175 2.25602
222 48.8139 2.26724
223 48.8151 2.27061
224 48.8256 2.27948
225 48.8481 2.3992
226 48.8776 2.31255
227 48.8718 2.28681
228 48.857 2.26925
229 48.8172 2.31863
230 48.8353 2.32922
231 48.8299 2.32313
232 48.8491 2.26936
233 48.8549 2.3031
234 48.8821 2.31964
235 48.8497 2.27596
236 48.8334 2.31557
237 48.8878 2.30714
238 48.8709 2.27907
239 48.8825 2.31074
240 48.8426 2.31452
241 48.8542 2.27553
242 48.8616 2.36233
243 48.887 2.31772
244 48.8841 2.2623
245 48.8701 2.30662
246 48.8662 2.28648
247 48.8595 2.34794
248 48.8896 2.3041
249 48.8654 2.28352
250 48.8211 2.27041
251 48.8816 2.23385
252 48.8189 2.26103
253 48.8616 2.37733
254 48.8836 2.28684
255 48.8594 2.38276
256 48.8572 2.28101
257 48.8225 2.26475
258 48.8221 2.27087
259 48.8171 2.32172
260 48.8766 2.27536
261 48.8355 2.31667
262 48.8315 2.32663
263 48.8825 2.28935
264 48.8166 2.26297
265 48.8593 2.2975
266 48.8792 2.3235
267 48.8722 2.31279
268 48.8868 2.29546
269 48.8253 2.27289
270 48.8894 2.32003
271 48.8772 2.26969
272 48.8721 2.30906
273 48.8387 2.33661
274 48.837 2.20295
275 48.8713 2.31771
276 48.8778 2.3156
277 48.8798 2.23997
278 48.8797 2.29943
279 48.8644 2.28242
280 48.8563 2.30273
281 48.834 2.44486
282 48.8854 2.3081
283 48.848 2.26344
284 48.8645 2.22299
285 48.8487 2.20217
286 48.8567 2.27602
287 48.8575 2.38071
288 48.8355 2.32373
289 48.8396 2.29309
290 48.8412 2.34363
291 48.8287 2.27529
292 48.8702 2.2828
293 48.8564 2.27154
294 48.8608 2.27997
295 48.8848 2.31555
296 48.8852 2.23538
297 48.87 2.2795
298 48.8818 2.29397
299 48.8584 2.3112
300 48.8484 2.3494
301 48.8447 2.31885
302 48.8897 2.3218
303 48.8324 2.32053
304 48.8452 2.26189
305 48.8622 2.28182
306 48.8183 2.25185
307 48.883 2.31044
308 48.8591 2.27832
309 48.8571 2.30863
310 48.8395 2.38261
311 48.8418 2.32005
312 48.8277 2.31134
313 48.849 2.37867
314 48.8303 2.32286
315 48.8238 2.33287
316 48.843 2.19905
317 48.886 2.25578
318 48.8348 2.26084
319 48.8804 2.36426
320 48.8718 2.43983
321 48.8728 2.37983
322 48.8769 2.3342
323 48.8816 2.34232
324 48.8787 2.33453
325 48.873 2.33533
326 48.8862 2.33421
327 48.8825 2.34192
328 48.8881 2.34604
329 48.8854 2.33431
330 48.8883 2.35154
331 48.8903 2.33899
332 48.8885 2.35464
333 48.8507 2.29895
334 48.8718 2.39379
335 48.8795 2.39132
336 48.9343 2.35026
337 48.9318 2.35754
338 48.9351 2.357
339 48.9363 2.35009
340 48.8445 2.30371
341 48.846 2.30082
342 48.8885 2.33982
343 48.8868 2.35644
344 48.8751 2.3737
345 48.8849 2.35679
346 48.8555 2.3867
347 48.8487 2.30414
348 48.8417 2.20712
349 48.8391 2.30628
350 48.8326 2.24985
351 48.8769 2.28534
352 48.8294 2.23636
353 48.8833 2.39495
354 48.8358 2.25572
355 48.8206 2.27534
356 48.8864 2.34506
357 48.8522 2.29932
358 48.872 2.34789
359 48.8515 2.29195
360 48.8413 2.33181
361 48.8665 2.41261
362 48.8193 2.34455
363 48.8751 2.41578
364 48.897 2.28938
365 48.8306 2.31183
366 48.8501 2.26524
367 48.8349 2.25174
368 48.8773 2.34964
369 48.8774 2.34687
370 48.8653 2.36541
371 48.8576 2.39932
372 48.8641 2.27495
373 48.8408 2.22891
374 48.8198 2.34162
375 48.8698 2.28544
376 48.9333 2.36693
377 48.8821 2.31561
378 48.8665 2.39991
379 48.8574 2.42529
380 48.9013 2.34414
381 48.8895 2.33573
382 48.8858 2.38777
383 48.8246 2.3467
384 48.8256 2.3472
385 48.8824 2.33791
386 48.8958 2.34581
387 48.8867 2.29137
388 48.8784 2.37424
389 48.8406 2.32407
390 48.8262 2.2451
391 48.827 2.24238
392 48.8215 2.35255
393 48.8784 2.35843
394 48.8363 2.23442
395 48.8391 2.24689
396 48.9404 2.34741
397 48.9316 2.36427
398 48.8484 2.24265
399 48.8185 2.24955
400 48.8362 2.32217
401 48.8438 2.30654
402 48.8753 2.38963
403 48.8214 2.34253
404 48.8415 2.30793
405 48.8718 2.37197
406 48.8732 2.34054
407 48.832 2.34109
408 48.8376 2.311
409 48.838 2.31124
410 48.8409 2.2875
411 48.8396 2.28414
412 48.8465 2.36985
413 48.8318 2.21719
414 48.8938 2.39461
415 48.8346 2.22227
416 48.8489 2.30928
417 48.8212 2.29261
418 48.8539 2.29982
419 48.8583 2.27017
420 48.873 2.29799
421 48.9319 2.37763
422 48.8392 2.25112
423 48.8386 2.31342
424 48.8302 2.30188
